No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Triple;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
11;Asus;Asus Zenfone 3 ZE552KL;https://www.gsmarena.com/asus_zenfone_3_ze552kl-8106.php;N/A;N/A;N/A;N/A;N/A;N/A;Li-Ion 3000 mAh, non-removable;N/A;Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame;152.6 x 77.4 x 7.7 mm (6.01 x 3.05 x 0.30 in);Nano-SIM + Micro-SIM;155 g (5.47 oz);4.2, A2DP, EDR, LE;N/A;No;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 1920 pixels, 16:9 ratio (~401 ppi density);5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio);Super IPS+;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2016, May. Released 2016, August;Discontinued;N/A;Laser AF, Dual-LED dual-tone flash, panorama, HDR;16 MP, f/2.0, PDAF, 3-axis OIS;N/A;4K@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 4GB RAM;Sapphire Black, Moonlight White, Shimmer Gold;Z012DB, Z012D, Z012DA, Z012DC, Z012S, Z012DE;About 330 EUR;N/A;N/A;1, 2, 3, 4, 5, 7, 8, 17, 28 - USA/Brazil;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 2, 3, 5, 7, 8, 20 - Global;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global), LTE (2CA) Cat6 300/50 Mbps (Taiwan);GSM / HSPA / LTE;Noise -86.6dB / Crosstalk -91.1dB;N/A;Endurance rating 74h;Photo / Video;Contrast ratio: 1355 (nominal),  2.563 (sunlight);Voice 65dB / Noise 70dB / Ring 76dB;Basemark OS II 2.0: 1205;Octa-core 2.0 GHz Cortex-A53;Qualcomm MSM8953 Snapdragon 625 (14 nm);Adreno 506;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3;N/A;N/A;N/A;8 MP, f/2.0;N/A;1080p@30fps;24-bit/192kHz audio;Yes;Yes
12;Asus;Asus Zenfone 5z ZS620KL;https://www.gsmarena.com/asus_zenfone_5z_zs620kl-9096.php;N/A;N/A;18W wired;N/A;N/A;N/A;Li-Ion 3300 mAh, non-removable;N/A;Glass front (Gorilla Glass), aluminum back, aluminum frame;153 x 75.7 x 7.9 mm (6.02 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;165 g (5.82 oz);v5.0, A2DP, LE;N/A;Yes;GPS, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;N/A;Corning Gorilla Glass (unspecified version);1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density);6.2 inches, 96.9 cm2 (~83.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2018, February. Released 2018, June;Discontinued;"12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, PDAF, 4-axis OIS
8 MP, f/2.0, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF";Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps;N/A;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Midnight Blue, Meteor Silver;Z01RD;About 500 EUR;N/A;N/A;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - A version;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - B version, C version;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41 - B version, C version;N/A;HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps;GSM / CDMA / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;"AnTuTu: 266590 (v7)
GeekBench: 9030 (v4.4)
GFXBench: 33fps (ES 3.1 onscreen)";Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Qualcomm SDM845 Snapdragon 845 (10 nm);Adreno 630;Android 8.0 (Oreo), upgradable to Android 10;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";N/A;1080p@30fps (gyro-EIS);24-bit/192kHz Hi-Res audio;Yes;Yes, with dual speakers
13;Asus;Asus Zenfone 5 A500CG (2014);https://www.gsmarena.com/asus_zenfone_5_a500cg_(2014)-5952.php;N/A;N/A;N/A;N/A;Up to 353 h (3G);Up to 18 h 30 min (3G);Li-Po 2110 mAh, non-removable;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;148.2 x 72.8 x 10.3 mm (5.83 x 2.87 x 0.41 in);Dual SIM (Micro-SIM, dual stand-by);145 g (5.11 oz);4.0, A2DP, EDR;N/A;No;GPS, GLONASS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;N/A;Corning Gorilla Glass 3;720 x 1280 pixels, 16:9 ratio (~294 ppi density);5.0 inches, 68.9 cm2 (~63.9% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2014, January. Released 2014, April;Discontinued;N/A;LED flash;8 MP, f/2.0, AF;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);8GB 2GB RAM, 16GB 2GB RAM, 32GB 2GB RAM;Charcoal Black, Pearl White, Cherry Red, Champagne Gold, Twilight Purple;T00J, T00J-D;About 130 EUR;1.18 W/kg (head);0.53 W/kg (head);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;N/A;N/A;HSPA 42.2/5.76 Mbps;GSM / HSPA;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Dual-core 2.0 GHz;Intel Atom Z2580;PowerVR SGX544MP2;Android 4.3 (Jelly Bean), upgradable to 5.0.2 (Lollipop);N/A;N/A;N/A;2 MP, f/2.4;N/A;;N/A;Yes;Yes
14;Asus;Asus Zenfone Max (M2) ZB633KL;https://www.gsmarena.com/asus_zenfone_max_(m2)_zb633kl-9437.php;N/A;N/A;N/A;N/A;N/A;N/A;Li-Ion 4000 mAh, non-removable;N/A;N/A;158.4 x 76.3 x 7.7 mm (6.24 x 3.00 x 0.30 in);Nano-SIM + Nano-SIM;160 g (5.64 oz);4.2, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;N/A;720 x 1520 pixels, 19:9 ratio (~269 ppi density);6.26 inches, 97.8 cm2 (~80.9% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2018, December. Released 2018, December;Discontinued;"13 MP, f/1.8, 1/3.1"", 1.12µm, PDAF
2 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM;Black, Blue;X01AD, X01BD;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 40;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;"AnTuTu: 103243 (v7)
GeekBench: 4744 (v4.4)
GFXBench: 7.7fps (ES 3.1 onscreen)";Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver);Qualcomm SDM632 Snapdragon 632 (14 nm);Adreno 506;Android 8.1 (Oreo), upgradable to Android 9.0 (Pie);N/A;N/A;LED flash, HDR;"8 MP, f/2.0, 1/4.0"", 1.12µm";N/A;1080p@30fps;N/A;Yes;Yes
15;Asus;Asus Zenfone Selfie ZD551KL;https://www.gsmarena.com/asus_zenfone_selfie_zd551kl-7261.php;N/A;N/A;N/A;N/A;N/A;N/A;Li-Po 3000 mAh, removable;N/A;Glass front (Gorilla Glass 4), plastic back, plastic frame;156.5 x 77.2 x 10.8 mm (6.16 x 3.04 x 0.43 in);Dual SIM (Micro-SIM, dual stand-by);170 g (6.00 oz);4.0, A2DP, EDR;N/A;No;GPS, GLONASS, BDS;FM radio, RDS;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;N/A;Corning Gorilla Glass 4, oleophobic coating;1080 x 1920 pixels, 16:9 ratio (~403 ppi density);5.5 inches, 82.6 cm2 (~68.3% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass;2015, June. Released 2015, August;Discontinued;N/A;Laser AF, Dual-LED dual-tone flash, panorama, HDR;"13 MP, f/2.0, 28mm (wide), 1/3.0""";N/A;1080p@30fps;eMMC 4.5;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM;Pure White, Chic Pink, Aqua Blue;Z00UD, Z00UDH, Z00UDC, Z00UDB;About 280 EUR;N/A;N/A;1, 3 - India;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20 - Global;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;Noise -92.1dB / Crosstalk -92.5dB;N/A;Endurance rating 63h;Photo / Video;Contrast ratio: 928:1 (nominal), 1.680 (sunlight);Voice 65dB / Noise 66dB / Ring 75dB;Basemark OS II 2.0: 883Basemark X: 4915;Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Qualcomm MSM8939 Snapdragon 615 (28 nm);Adreno 405;Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI;N/A;N/A;Dual-LED dual-tone flash;"13 MP, f/2.2, 1/3.1"", 1.12µm, AF";N/A;1080p@30fps;N/A;Yes;Yes
16;Asus;Asus Zenfone 3 Ultra ZU680KL;https://www.gsmarena.com/asus_zenfone_3_ultra_zu680kl-8130.php;N/A;N/A;18W wired, QC3, 60% in 45 min;N/A;N/A;Up to 34 h (3G);Li-Ion 4600 mAh, non-removable;N/A;N/A;186.4 x 93.9 x 6.8 mm (7.34 x 3.70 x 0.27 in);Nano-SIM + Nano-SIM;233 g (8.22 oz);4.2, A2DP, EDR, LE;N/A;No;GPS, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;N/A;Corning Gorilla Glass 4;1080 x 1920 pixels, 16:9 ratio (~324 ppi density);6.8 inches, 127.5 cm2 (~72.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;2016, May. Released 2016, August;Discontinued;N/A;Laser AF, Dual-LED dual-tone flash, HDR, panorama;"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, 4-axis OIS";N/A;1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM;Glacier Silver, Titanium Gray, Metallic Pink;N/A;About 300 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 / 800;1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53);Qualcomm MSM8976 Snapdragon 652 (28 nm);Adreno 510;Android 6.1 (Marshmallow), ZenUI 3;N/A;N/A;N/A;8 MP, f/2.0;N/A;1080p@30fps;24-bit/192kHz audio;Yes;Yes, dual speakers
17;Asus;Asus Zenfone 5 ZE620KL;https://www.gsmarena.com/asus_zenfone_5_ze620kl-9061.php;N/A;N/A;10W wired;N/A;N/A;N/A;Li-Ion 3300 mAh, non-removable;N/A;Glass front (Gorilla Glass), glass back, aluminum frame;153 x 75.7 x 7.7 mm (6.02 x 2.98 x 0.30 in);Nano-SIM + Nano-SIM;165 g (5.82 oz);v5.0, A2DP, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;N/A;Corning Gorilla Glass (unspecified version);1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density);6.2 inches, 96.9 cm2 (~83.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2018, February. Released 2018, May;Discontinued;"12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, PDAF, 4-axis OIS
8 MP, f/2.0, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF";Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS);eMMC 5.1;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM;Midnight Blue, Meteor Silver;X00QD, ZE620KL, ZF620KL, X00QDA;About 320 EUR;N/A;N/A;1, 3, 5, 7, 8, 20, 40 - C version;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1900 / 2100 - A version, B version;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - A version;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 400/75 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver);Qualcomm SDM636 Snapdragon 636 (14 nm);Adreno 509;Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), ZenUI 5;N/A;N/A;N/A;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";N/A;1080p@30fps (gyro-EIS);24-bit/192kHz Hi-Res audio;Yes;Yes, with dual speakers
18;Asus;Asus Zenfone 2 Laser ZE550KL;https://www.gsmarena.com/asus_zenfone_2_laser_ze550kl-7477.php;N/A;N/A;N/A;N/A;N/A;N/A;Li-Po 3000 mAh, removable;N/A;N/A;152.5 x 77.2 x 10.8 mm (6.00 x 3.04 x 0.43 in);Dual SIM (Micro-SIM, dual stand-by);170 g (6.00 oz);4.0, A2DP, EDR;N/A;No;GPS, GLONASS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;N/A;Corning Gorilla Glass 4;720 x 1280 pixels, 16:9 ratio (~267 ppi density);5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass;2015, August. Released 2015, September;Discontinued;N/A;Laser AF, Dual-LED dual-tone flash, panorama, HDR;13 MP, f/2.0;N/A;1080p@30fps;eMMC 4.5;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM;Black, White, Red, Silver, Gold;Z00LD, Z00LDD;About 220 EUR;N/A;N/A;1, 3, 38, 40, 41 - India;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 2, 3, 5, 7, 8, 20 - Global;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Quad-core 1.2 GHz Cortex-A53Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8939 Snapdragon 615 (28 nm);Adreno 306Adreno 405;Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI;N/A;N/A;N/A;5 MP, f/2.0, AF;N/A;;N/A;Yes;Yes
19;Asus;Asus ROG Phone 6 Pro;https://www.gsmarena.com/asus_rog_phone_6_pro-11648.php;N/A;N/A;"65W wired, PD3.0, QC5, 100% in 42 min
10W reverse wired";N/A;N/A;N/A;Li-Po 6000 mAh;"IPX4 water resistant
2"" OLED display (on the back)
Pressure sensitive zones (Gaming triggers)";Glass front (Gorilla Glass Victus), glass back (Gorilla Glass 3), aluminum frame;173 x 77 x 10.3 mm (6.81 x 3.03 x 0.41 in);Nano-SIM + Nano-SIM;239 g (8.43 oz);5.2, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;N/A;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 3.1 (side), USB Type-C 2.0 (bottom), OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus;1080 x 2448 pixels (~395 ppi density);6.78 inches, 109.5 cm2 (~82.2% screen-to-body ratio);AMOLED, 1B colors, 165Hz, HDR10+, 800 nits (typ), 1200 nits (peak);N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, July 05;Available. Released 2022, July 13;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.9, (wide),  1/1.56"", 1.0µm, PDAF
13 MP, f/2.2, (ultrawide)
5 MP, (macro)";"8K@24fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, 720p@480fps; gyro-EIS";"UFS 3.1
NTFS support for external storage";No;512GB 18GB RAM;Storm White;AI2201_D;About 800 EUR;N/A;N/A;1, 3, 5, 8, 28, 41, 77, 78, 79 - Version B;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66, 71 - Version A;1, 2, 3, 5, 7, 8, 12, 13, 18, 20, 25, 26, 28, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA/Sub6 - Version A;HSPA 42.2/5.76 Mbps, LTE (6CA) Cat20 2024/210 Mbps, 5G;GSM / CDMA / HSPA / LTE / 5G;N/A;N/A;Endurance rating 119h;Photo / Video;829 nits max brightness (measured);-24.1 LUFS (Very good);"AnTuTu: 973756 (v8), 1103188 (v9)
GeekBench: 3980 (v5.1)
GFXBench: 79fps (ES 3.1 onscreen)";Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);Adreno 730;Android 12, upgradable to Android 13;N/A;N/A;Panorama, HDR;12 MP, 28mm (wide);N/A;1080p@30fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers (2 amplifiers)
20;Asus;Asus Zenfone 2 ZE551ML;https://www.gsmarena.com/asus_zenfone_2_ze551ml-6917.php;N/A;N/A;18W wired, 60% in 40 min;N/A;N/A;N/A;Li-Po 3000 mAh, non-removable;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in);Dual SIM (Micro-SIM, dual stand-by);170 g (6.00 oz);4.0, A2DP, EDR;N/A;Yes;GPS, GLONASS;FM radio, RDS;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;N/A;Corning Gorilla Glass 3;1080 x 1920 pixels, 16:9 ratio (~401 ppi density);5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass;2015, January. Released 2015, March;Discontinued;N/A;Dual-LED dual-tone flash, panorama, HDR;13 MP, f/2.0, AF;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;Osmium Black, Sheer Gold, Glacier Gray, Glamor Red, Ceramic White;Z00AD, Z00A;About 300 EUR;N/A;0.35 W/kg (head);1, 3, 38, 39, 40, 41 - China & India;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 8, 9, 18, 19, 28 - Taiwan;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;N/A;N/A;Endurance rating 59h;Photo / Video;N/A;Voice 62dB / Noise 61dB / Ring 67dB;Basemark OS II 2.0: 1090Basemark X: 12565;Quad-core 2.3 GHz (4 GB RAM model)Quad-core 1.8 GHz (2 GB RAM model);Intel Atom Z3580 (4 GB RAM model)Intel Atom Z3560 (2 GB RAM model);PowerVR G6430;Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow);N/A;N/A;N/A;5 MP, f/2.0;N/A;;N/A;Yes;Yes
21;Asus;Asus ROG Phone 6 Diablo Immortal Edition;https://www.gsmarena.com/asus_rog_phone_6_diablo_immortal_edition-11986.php;N/A;N/A;"65W wired, PD3.0, QC5
10W reverse wired";N/A;N/A;N/A;Li-Po 6000 mAh;"IPX4 water resistant
Illuminated RGB logo (on the back)
Pressure sensitive zones (Gaming triggers)";Glass front (Gorilla Glass Victus), glass back (Gorilla Glass 3), aluminum frame;173 x 77 x 10.4 mm (6.81 x 3.03 x 0.41 in);Nano-SIM + Nano-SIM;239 g (8.43 oz);5.2, A2DP, LE, aptX HD, aptX Adaptive;N/A;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 3.1 (side), USB Type-C 2.0 (bottom), OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus;1080 x 2448 pixels (~395 ppi density);6.78 inches, 109.5 cm2 (~82.2% screen-to-body ratio);AMOLED, 1B colors, 165Hz, HDR10+, 800 nits (typ), 1200 nits (peak);N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, November 17;Available. Released 2022, November 18;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.9, 24mm (wide),  1/1.56"", 1.0µm, PDAF
13 MP, f/2.2, 13mm (ultrawide)
5 MP, (macro)";"8K@24fps, 4K@30/60fps, 4K@120fps, 1080p@30/60/120/240fps, 720p@480fps; gyro-EIS, HDR10+";"UFS 3.1
NTFS support for external storage";No;512GB 16GB RAM;Hellfire Red;N/A;About 860 EUR;N/A;N/A;1, 3, 5, 8, 28, 41, 77, 78, 79 SA/NSA - C version;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - A version, C version;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66, 71 - A version;1, 2, 3, 5, 7, 8, 12, 13, 18, 20, 25, 26, 28, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA - A version;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);Adreno 730;Android 12;N/A;N/A;Panorama, HDR;12 MP, 28mm (wide);N/A;1080p@30fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers (2 amplifiers)
22;Asus;Asus Zenfone Go ZB500KL;https://www.gsmarena.com/asus_zenfone_go_zb500kl-8467.php;N/A;N/A;N/A;N/A;Up to 440 h (3G);Up to 9 h (3G);Li-Ion 2600 mAh, removable;N/A;Glass front, plastic back, plastic frame;143.7 x 70.9 x 11.3 mm (5.66 x 2.79 x 0.44 in);Hybrid Dual SIM (Dual stand-by);150 g (5.29 oz);4.0, A2DP, EDR;N/A;No;GPS, GLONASS;FM radio;microUSB 2.0;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;N/A;720 x 1280 pixels, 16:9 ratio (~294 ppi density);5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2016, October. Released 2016, October;Discontinued;N/A;LED flash, HDR, panorama;13 MP, f/2.0, AF;N/A;1080p@30fps;eMMC 4.5;microSDXC (uses shared SIM slot);16GB 2GB RAM;Glacier Gray, Sheer Gold, Silver Blue, Glamour Red, Charcoal Black, Pearl White;X00AD, X00BD, X00ADC, ZB500KL, ZB500KG;About 130 EUR;N/A;N/A;HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan, Brazil;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global, India;1, 2, 3, 5, 6, 7, 8, 9, 18, 19, 28, 38, 41 - Brazil;N/A;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Quad-core 1.0 GHz Cortex-A53;Qualcomm MSM8916 Snapdragon 410 (28 nm);Adreno 306;Android 6.0 (Marshmallow);N/A;N/A;N/A;5 MP, f/2.0, AF;N/A;;N/A;Yes;Yes
