No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Games;Features_Java;Features_Messaging;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Callrecords;Memory_Cardslot;Memory_Internal;Memory_Phonebook;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Alerttypes;Sound_Loudspeaker
21;Sony;Sony Xperia 1 VI;https://www.gsmarena.com/sony_xperia_1_vi-13003.php;N/A;N/A;"30W wired, PD3.0, PPS, 50% in 30 min
15W wireless
Reverse wireless";N/A;N/A;N/A;5000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus), aluminum frame;162 x 74 x 8.2 mm (6.38 x 2.91 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;192 g (6.77 oz);5.4, A2DP, LE Audio, aptX HD, aptX Adaptive, aptX Lossless;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 3.2, OTG, video output;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct, DLNA;N/A;Corning Gorilla Glass Victus 2;1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density);6.5 inches, 103.7 cm2 (~86.5% screen-to-body ratio);LTPO OLED, 1B colors, 120Hz, HDR BT.2020;N/A;N/A;N/A;N/A;Native Sony Alpha camera support;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2024, May 15;Available. Released 2024, June 03;N/A;Zeiss optics, Zeiss T* lens coating, color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"48 MP, f/1.9, 24mm (wide), 1/1.35"", 1.12µm, dual pixel PDAF, OIS
12 MP, f/2.3, 85mm (telephoto), f/3.5, 170mm (telephoto), 1/3.5"", 1.0µm, dual pixel PDAF, 3.5x-7.1x continuous optical zoom, OIS, 4cm macro @ 120mm, no AF
12 MP, f/2.2, 16mm, 123˚ (ultrawide), 1/2.5"", 1.4µm, dual pixel PDAF";"4K@24/30/60/120fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS 4.0;N/A;microSDXC (uses shared SIM slot);256GB 12GB RAM, 512GB 12GB RAM;N/A;Black, Platinum silver, Khaki green, Scar red;XQEC54EUKCB.GC, XQEC54EUKCG.GC, XQEC54EUKCS.GC, XQ-EC72;$ 1,333.98 / € 1,206.66 / £ 1,276.84;N/A;N/A;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 46, 66 - Europe;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 75, 77, 78 SA/NSA/Sub6 - Europe;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 17:27h;N/A;N/A;1310 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 1612156 (v10)
GeekBench: 6119 (v6)
3DMark: 4731 (Wild Life Extreme)";Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, up to 3 major Android upgrades;N/A;N/A;HDR;"12 MP, f/2.0, 24mm (wide), 1/2.9"", 1.22µm";4K@30/60fps, 1080p@30/60fps, 5-axis gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res wireless audio
Dynamic vibration system
Snapdragon Sound";Yes;N/A;Yes, with stereo speakers
22;Sony;Sony Xperia 10 III;https://www.gsmarena.com/sony_xperia_10_iii-10698.php;N/A;N/A;21W wired (unofficial rating), PD, QC;N/A;N/A;N/A;Li-Po 4500 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), plastic frame;154 x 68 x 8.3 mm (6.06 x 2.68 x 0.33 in);Nano-SIMNano-SIM + Nano-SIM;169 g (5.96 oz);5.1, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;FM radio (region dependent);USB Type-C 3.1, OTG, Display Port;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Triluminos display;Corning Gorilla Glass 6;1080 x 2520 pixels, 21:9 ratio (~457 ppi density);6.0 inches, 84.1 cm2 (~80.3% screen-to-body ratio);OLED, 1B colors, HDR;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2021, April 14;Available. Released 2021, June 11;N/A;LED flash, HDR, panorama;N/A;"12 MP, f/1.8, 27mm (wide), 1/2.8"", PDAF
8 MP, f/2.4, 54mm (telephoto), 1/4.0"", PDAF, 2x optical zoom
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0""";4K@30fps, 1080p@30fps;UFS;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 6GB RAM;N/A;Black, White, Blue, Pink;SO-52B, SOG04, XQ-BT52, A102SO;About 300 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41;1, 3, 7, 8, 28, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 137h;Photo / Video;559 nits max brightness (measured);-28.2 LUFS (Average);"AnTuTu: 286216 (v8)
GeekBench: 1738 (v5.1)
GFXBench: 12fps (ES 3.1 onscreen)";Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver);Qualcomm SM6350 Snapdragon 690 5G (8 nm);Adreno 619;Android 11, upgradable to Android 13;N/A;N/A;HDR;"8 MP, f/2.0, 27mm (wide), 1/4.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
23;Sony;Sony Xperia 10 Plus;https://www.gsmarena.com/sony_xperia_10_plus-9591.php;N/A;N/A;18W wired, PD, QC3;N/A;N/A;N/A;Li-Ion 3000 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), plastic back, plastic frame;167 x 73 x 8.3 mm (6.57 x 2.87 x 0.33 in);Nano-SIMNano-SIM + Nano-SIM;180 g (6.35 oz);5.0, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2520 pixels, 21:9 ratio (~422 ppi density);6.5 inches, 98.7 cm2 (~81.0% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2019, February 25;Available. Released 2019, February 27;"12 MP, f/1.8, 27mm (wide), 1/2.8"", 1.25µm, PDAF
8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12µm, PDAF, 2x optical zoom";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30fps;eMMC 5.1;N/A;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM;N/A;Black, Navy, Silver, Gold;I3213, I4213, I4293, I3223;About 560 EUR;N/A;N/A;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 28, 29, 66 - I3223;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - I3213, I4213, I4293;1, 2, 3, 5, 7, 8, 20, 28, 32, 38 - I3213, I4213;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat12 600/50 Mbps;GSM / HSPA / LTE;Noise -92.4dB / Crosstalk -96.7dB;N/A;Endurance rating 78h;Photo / Video;Contrast ratio: 1530:1 (nominal);-28.8 LUFS (Average);"AnTuTu: 120573 (v7), 147163 (v8)
GeekBench: 4780 (v4.4), 1238 (v5.1)
GFXBench: 5fps (ES 3.1 onscreen)";Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver);Qualcomm SDM636 Snapdragon 636 (14 nm);Adreno 509;Android 9.0 (Pie);N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
24;Sony;Sony Xperia XZ1 Compact;https://www.gsmarena.com/sony_xperia_xz1_compact-8610.php;N/A;N/A;18W wired, QC3;N/A;N/A;N/A;Li-Ion 2700 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 4), plastic back, plastic frame;129 x 65 x 9.3 mm (5.08 x 2.56 x 0.37 in);Nano-SIM;140 g (4.94 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 5;720 x 1280 pixels, 16:9 ratio (~319 ppi density);4.6 inches, 58.3 cm2 (~69.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2017, August. Released 2017, October;Discontinued;N/A;Laser AF, color spectrum sensor, LED flash, panorama, HDR;"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF";N/A;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps;UFS 2.0;N/A;microSDXC (dedicated slot);32GB 4GB RAM;N/A;Black, White Silver, Horizon Blue, Twilight Pink;G8441, SO-02K;About 300 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 66;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (4CA) Cat15 800/75 Mbps;GSM / HSPA / LTE;Noise -93.7dB / Crosstalk -85.5dB;N/A;Endurance rating 108h;Photo / Video;Contrast ratio: 1243:1 (nominal), 3.729 (sunlight);Voice 65dB / Noise 70dB / Ring 76dB;"AnTuTu: 204581 (v7), 255140 (v8)
GeekBench: 5596 (v4.4), 1681 (v5.1)
GFXBench: 50fps (ES 3.1 onscreen)";Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo);Qualcomm MSM8998 Snapdragon 835 (10 nm);Adreno 540;Android 8.0 (Oreo), upgradable to Android 9.0 (Pie);N/A;N/A;N/A;"8 MP, f/2.4, 18mm, 1/4.0""";1080p@30fps (gyro-EIS);24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
25;Sony;Sony Xperia XA;https://www.gsmarena.com/sony_xperia_xa-7950.php;N/A;N/A;10W wired;Up to 55 h;Up to 560 h (2G) / Up to 603 h (3G);Up to 11 h 20 min (2G) / Up to 10 h (3G);Li-Ion 2300 mAh, non-removable;N/A;Glass front, plastic back, aluminum frame;143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in);Nano-SIM;137.4 g (4.83 oz);4.1, A2DP, LE, aptX;N/A;Yes;GPS, GLONASS;FM radio, RDS;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA;N/A;Scratch-resistant glass;720 x 1280 pixels, 16:9 ratio (~294 ppi density);5.0 inches, 68.9 cm2 (~71.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2016, February. Released 2016, June;Discontinued;N/A;LED flash, HDR, panorama;"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF";N/A;1080p@30fps;eMMC 5.1;N/A;microSDXC (dedicated slot);16GB 2GB RAM;N/A;White, Graphite Black, Lime Gold, Rose Gold;F3111, F3113, F3115;About 100 EUR;0.57 W/kg (head)     1.23 W/kg (body);0.47 W/kg (head)     0.47 W/kg (body);1, 3, 5, 7, 8, 28, 38, 39, 40, 41 - F3115;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - F3111, F3115;1, 2, 3, 5, 7, 8, 20 - F3111;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;Noise -93.6dB / Crosstalk -91.7dB;N/A;Endurance rating 54h;Photo / Video;Contrast ratio: 1376 (nominal),  2.609 (sunlight);Voice 61dB / Noise 66dB / Ring 68dB;Basemark OS II 2.0: 1013Basemark X: 6420;Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mediatek MT6755 Helio P10 (28 nm);Mali-T860MP2;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat);N/A;N/A;HDR;"8 MP, f/2.0, 1/4.0"", AF";1080p@30fps;N/A;Yes;N/A;Yes
26;Sony;Sony Xperia Z5 Premium;https://www.gsmarena.com/sony_xperia_z5_premium-7536.php;N/A;N/A;18W wired, QC2;N/A;N/A;N/A;Li-Ion 3430 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back, aluminum frame;154.4 x 75.8 x 7.8 mm (6.08 x 2.98 x 0.31 in);Nano-SIM;180 g (6.35 oz);4.1, A2DP, aptX;N/A;Yes;GPS, GLONASS/ BDS (market dependant);FM radio, RDS;microUSB 2.0 (MHL 3 TV-out), OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;Runs at 1080 x 1920 pixels except for select use cases;Scratch-resistant glass, oleophobic coating;2160 x 3840 pixels, 16:9 ratio (~806 ppi density);5.5 inches, 82.4 cm2 (~70.4% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;ANT+;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;2015, September 02. Released 2015, November 05;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;4K@30fps, 1080p@60fps, 720p@120fps, HDR;eMMC 5.0;N/A;microSDXC (dedicated slot);32GB 3GB RAM;N/A;Chrome, Black, Gold, Pink;E6853, SO-03H;About 190 EUR;0.43 W/kg (head)     0.81 W/kg (body);0.47 W/kg (head)     0.47 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - E6853;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - E6853;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps;GSM / HSPA / LTE;Noise -95.9dB / Crosstalk -95.5dB;N/A;Endurance rating 66h;Photo / Video;Contrast ratio: 966 (nominal),  2.525 (sunlight);Voice 66dB / Noise 65dB / Ring 66dB;Basemark OS II 2.0: 1687Basemark X: 24281;Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57);Qualcomm MSM8994 Snapdragon 810 (20 nm);Adreno 430;Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat);N/A;N/A;HDR;5.1 MP, f/2.4;1080p@30fps;24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
27;Sony;Sony Xperia X Performance;https://www.gsmarena.com/sony_xperia_x_performance-7949.php;N/A;N/A;18W wired, QC2;N/A;N/A;N/A;Li-Ion 2700 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, aluminum back, plastic frame;143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in);Nano-SIMNano-SIM + Nano-SIM;164.4 g (5.78 oz);4.2, A2DP, aptX, LE;N/A;Yes;GPS, GLONASS/ BDS (region dependent);No;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Scratch-resistant glass, oleophobic coating;1080 x 1920 pixels, 16:9 ratio (~441 ppi density);5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2016, February 22. Released 2016, July 01;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;1080p@30fps, 1080p@60fps;eMMC 5.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;32GB 3GB RAM (SS), 64GB 3GB RAM (DS);N/A;White, Graphite Black, Lime Gold, Rose Gold;SO-04H, F8131, SOV33, F8132, 502SO;About 170 EUR;0.58 W/kg (head)     0.67 W/kg (body);0.52 W/kg (head)     0.94 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8131, F8132;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 38, 39, 40, 41 - F8131, F8132;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps;GSM / HSPA / LTE;Noise -95.2dB / Crosstalk -95.1dB;N/A;Endurance rating 61h;Photo / Video;Contrast ratio: 1461 (nominal), 3.234 (sunlight);Voice 63dB / Noise 65dB / Ring 67dB;Basemark OS II 2.0: 2179Basemark X: 28450;Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo);Qualcomm MSM8996 Snapdragon 820 (14 nm);Adreno 530;Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo);N/A;N/A;HDR;"13 MP, f/2.0, 22mm (wide), 1/3""";1080p@30fps;24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
28;Sony;Sony Xperia XZ2;https://www.gsmarena.com/sony_xperia_xz2-9081.php;N/A;N/A;N/A;N/A;N/A;N/A;Li-Ion 3180 mAh, non-removable;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;153 x 72 x 11.1 mm (6.02 x 2.83 x 0.44 in);Nano-SIMNano-SIM + Nano-SIM;198 g (6.98 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 5;1080 x 2160 pixels, 18:9 ratio (~424 ppi density);5.7 inches, 83.8 cm2 (~76.1% screen-to-body ratio);IPS LCD, HDR BT.2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass;2018, February 26. Released 2018, April 20;Discontinued;N/A;Laser AF, color spectrum sensor, LED flash, panorama, HDR;"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF";N/A;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 1080p@960fps;UFS 2.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;64GB 4GB RAM, 64GB 6GB RAM;N/A;Liquid Black, Liquid Silver, Deep Green, Ash Pink;H8266, H8216, H8296, H8276, 702SO, SOV37;About 360 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 66;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/200 Mbps;GSM / HSPA / LTE;Noise -90.6dB / Crosstalk -89.2dB;N/A;Endurance rating 88h;Photo / Video;Contrast ratio: 1434 (nominal), 3.58 (sunlight);Voice 66dB / Noise 71dB / Ring 78dB;"AnTuTu: 259244 (v7), 281749 (v8)
GeekBench: 8466 (v4.4), 2060 (v5.1)
GFXBench: 33fps (ES 3.1 onscreen)";Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Qualcomm SDM845 Snapdragon 845 (10 nm);Adreno 630;Android 8.0 (Oreo), upgradable to Android 10;N/A;N/A;N/A;"5 MP, f/2.2, 1/5.0""";1080p@30fps (gyro-EIS);"24-bit/192kHz Hi-Res audio
Dynamic vibration system";No;N/A;Yes, with stereo speakers
29;Sony;Sony Xperia Z;https://www.gsmarena.com/sony_xperia_z-5204.php;N/A;N/A;N/A;Up to 40 h;Up to 550 h (2G) / Up to 530 h (3G);Up to 11 h (2G) / Up to 14 h (3G);Li-Ion 2330 mAh, non-removable;IP57 dust/water resistant (up to 1m. and 30 min);Glass front, glass back, plastic frame;139 x 71 x 7.9 mm (5.47 x 2.80 x 0.31 in);Micro-SIM;146 g (5.15 oz);4.0, A2DP;N/A;Yes;GPS, GLONASS;Stereo FM radio, RDS;microUSB 2.0 (MHL TV-out), OTG;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;N/A;Shatter proof glass;1080 x 1920 pixels, 16:9 ratio (~441 ppi density);5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio);TFT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass;2013, January. Released 2013, February;Discontinued;N/A;LED flash, HDR;13.1 MP, f/2.4, AF;N/A;1080p@30fps, HDR;N/A;N/A;microSDXC (dedicated slot);16GB 2GB RAM;N/A;Black, White, Purple;C6603, C6602, C6616, C6606;About 270 EUR;1.05 W/kg (head)     0.56 W/kg (body);0.48 W/kg (head);HSDPA 850 / 900 / 1700 / 1900 / 2100 - C6602;GSM 850 / 900 / 1800 / 1900 - C6602, C6603;HSDPA 850 / 900 / 2100 - C6603;1, 3, 5, 7, 8, 20 - C6603;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps;GSM / HSPA / LTE;Noise -81.9dB / Crosstalk -81.3dB;N/A;Endurance rating 48h;Photo / Video;Contrast ratio: 705:1 (nominal) / 2.462:1 (sunlight);Voice 60dB / Noise 58dB / Ring 61dB;N/A;Quad-core 1.5 GHz Krait;Qualcomm APQ8064 Snapdragon S4 Pro;Adreno 320;Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop);N/A;N/A;N/A;2.2 MP;1080p@30fps;N/A;Yes;N/A;Yes
30;Sony;Sony Xperia 1 IV;https://www.gsmarena.com/sony_xperia_1_iv-11521.php;N/A;N/A;"30W wired, PD3.0, PPS, 50% in 30 min
Wireless
Reverse wireless";N/A;N/A;N/A;Li-Po 5000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame;165 x 71 x 8.2 mm (6.50 x 2.80 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;185 g (6.53 oz);5.2, A2DP, LE Audio, aptX HD, aptX Adaptive;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 3.2, OTG, video output;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band or tri-band (region dependent), Wi-Fi Direct, DLNA;Runs at 1096 x 2560 pixels except for select use cases;Corning Gorilla Glass Victus;1644 x 3840 pixels, 21:9 ratio (~643 ppi density);6.5 inches, 98.6 cm2 (~84.2% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR BT.2020;N/A;N/A;N/A;N/A;Native Sony Alpha camera support;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2022, May 11;Available. Released 2022, June 11;N/A;Zeiss optics, Zeiss T* lens coating, color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"12 MP, f/1.7, 24mm (wide), 1/1.7"", 1.8µm, dual pixel PDAF, OIS
12 MP, f/2.3, 85mm (telephoto), f/2.8, 125mm (telephoto), 1/3.5"", dual pixel PDAF, 3.5x-5.2x continuous optical zoom, OIS
12 MP, f/2.2, 124˚, 16mm (ultrawide), 1/2.5"", dual pixel PDAF
0.3 MP, TOF 3D, (depth)";"4K@24/25/30/60/120fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS;N/A;microSDXC (uses shared SIM slot);256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;N/A;Black, Violet, White;XQCT62-B, XQCT54, XQCT54C0V.YD, XQCT54C0B.YD, XQCT54C0W.YD, XQCT54C0V.EEAC, XQCT54C0B.EEAC, XQ-CT72, XQ-CT54, XQ-CT62, SO-51C;$ 669.97 / £ 654.28;N/A;N/A;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 46, 66 - Europe;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - Europe;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 100h;Photo / Video;602 nits max brightness (measured);-27.6 LUFS (Good);"AnTuTu: 838832 (v9)
GeekBench: 3403 (v5.1)
GFXBench: 74fps (ES 3.1 onscreen)";Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Adreno 730;Android 12, upgradable to Android 13;N/A;N/A;HDR;"12 MP, f/2.0, 24mm (wide), 1/2.9"", 1.25µm";4K@30fps, 1080p@30/60fps, 5-axis gyro-EIS;"24-bit/192kHz Hi-Res audio
Dynamic vibration system
Snapdragon Sound";Yes;N/A;Yes, with stereo speakers
