year,category,series,model,sku_example,cpu,gpu,display,ram,storage,weight_kg,price_idr,price_usd,refresh_rate_hz,panel_type,npu_ai_tops,source,material
2024,Gaming,LOQ,LOQ 15IAX9I,15IAX9I,Intel Core i5-12450HX,NVIDIA RTX 3050 6GB,15.6,12GB DDR5-4800,512GB PCIe 4.0 SSD,2.3,14499000,921,144,IPS FHD,0,Lenovo Official,Plastic
2024,Gaming,LOQ,LOQ 15APH8,15APH8,AMD Ryzen 7 7840HS,NVIDIA RTX 4060 8GB,15.6,16GB DDR5-5600,512GB PCIe 4.0 SSD,2.4,20499000,1301,144,IPS FHD,0,Lenovo Official,Plastic
2024,Gaming,LOQ,LOQ 15APH8,15APH8,AMD Ryzen 5 7640HS,NVIDIA RTX 4050 6GB,15.6,16GB DDR5-5600,512GB PCIe 4.0 SSD,2.4,18499000,1174,144,IPS FHD,0,Lenovo Official,Plastic
2024,Gaming,IdeaPad Gaming,IdeaPad Gaming 3i 15,15IAH7,Intel Core i5-12450H,NVIDIA RTX 3050 4GB,15.6,8GB DDR4-3200,512GB PCIe 3.0 SSD,2.2,11999000,762,120,IPS FHD,0,Lenovo Official,Plastic
2024,Gaming,IdeaPad Gaming,IdeaPad Gaming 3 15,15ACH6,AMD Ryzen 5 5600H,NVIDIA GTX 1650 4GB,15.6,8GB DDR4-3200,512GB PCIe 3.0 SSD,2.2,9999000,635,120,IPS FHD,0,Lenovo Official,Plastic
2025,Ultrabook,Yoga,Yoga Slim 7i Aura Edition,Gen 9,Intel Core Ultra 7 258V,Intel Arc 140V,15.3,16GB LPDDR5X-8533,512GB PCIe 4.0 SSD,1.5,25000000,1587,120,OLED 2.8K,47,Lenovo Official,Aluminum
2024,Ultrabook,Yoga,Yoga Slim 7i Gen 9,14IMH9,Intel Core Ultra 7 155H,Intel Arc Graphics,14.5,16GB LPDDR5X-7467,1TB PCIe 4.0 SSD,1.5,18999000,1206,90,OLED WUXGA,10,Lenovo Official,Aluminum
2024,Ultrabook,Yoga,Yoga Slim 7i Gen 9,14IMH9,Intel Core Ultra 5 125H,Intel Arc Graphics,14.5,16GB LPDDR5X-7467,512GB PCIe 4.0 SSD,1.5,15999000,1016,90,OLED WUXGA,10,Lenovo Official,Aluminum
2025,Ultrabook,Yoga,Yoga Slim 9i Gen 9,14IMH9,Intel Core Ultra 7 155H,Intel Arc Graphics,14.0,16GB LPDDR5X-7467,1TB PCIe 4.0 SSD,1.2,28000000,1778,60,OLED 3K,10,Lenovo Official,Aluminum
2024,Ultrabook,Yoga,Yoga 9i 2-in-1 Aura Edition,Gen 9,Intel Core Ultra 7 258V,Intel Arc 140V,14.0,32GB LPDDR5X-8533,1TB PCIe 4.0 SSD,1.4,32999000,2095,120,OLED 2.8K Touchscreen,47,Lenovo Official,Aluminum
2024,Ultrabook,Yoga,Yoga Pro 7i Gen 9,16IMH9,Intel Core i9-13900H,NVIDIA RTX 4060 8GB,16.0,32GB LPDDR5-5200,1TB PCIe 4.0 SSD,2.0,28999000,1841,240,IPS 3.2K,0,Lenovo Official,Aluminum
2024,Ultrabook,Yoga,Yoga Pro 7i Gen 9,16IMH9,Intel Core i7-13700H,NVIDIA RTX 4050 6GB,16.0,16GB LPDDR5-5200,1TB PCIe 4.0 SSD,2.0,23999000,1524,165,IPS 2.5K,0,Lenovo Official,Aluminum
2024,Ultrabook,Yoga,Yoga 6 13,13ABR8,AMD Ryzen 5 7530U,AMD Radeon Graphics,13.3,8GB LPDDR4X-4266,512GB PCIe 4.0 SSD,1.39,13999000,889,60,OLED FHD Touchscreen,0,Lenovo Official,Aluminum
2024,Creator,Yoga Book,Yoga Book 9i Gen 9,83FF,Intel Core i7-1355U,Intel Iris Xe,13.3,16GB LPDDR5-6400,512GB PCIe 4.0 SSD,1.34,34999000,2222,60,OLED 2.8K Dual Screen,0,Lenovo Official,Aluminum
2024,Business,IdeaPad,IdeaPad Slim 5 Gen 9,14IMH9,Intel Core Ultra 7 155H,Intel Arc Graphics,14.0,16GB LPDDR5X-7467,512GB PCIe 4.0 SSD,1.46,16999000,1079,60,OLED 2.8K,10,Lenovo Official,Aluminum
2024,Business,IdeaPad,IdeaPad Slim 5 Gen 8,14IAH8,Intel Core i7-13620H,Intel Iris Xe,14.0,16GB LPDDR5-4800,512GB PCIe 4.0 SSD,1.46,13999000,889,60,IPS FHD,0,Lenovo Official,Aluminum
2024,Business,IdeaPad,IdeaPad Slim 5 Gen 8,16APH8,AMD Ryzen 5 7530U,AMD Radeon Graphics,16.0,16GB LPDDR5-6400,512GB PCIe 4.0 SSD,1.89,12999000,825,60,IPS WUXGA,0,Lenovo Official,Aluminum
2024,Business,IdeaPad,IdeaPad Slim 3 Gen 8,15IRH8,Intel Core i5-13420H,Intel UHD Graphics,15.6,8GB DDR4-3200,512GB PCIe 4.0 SSD,1.62,8999000,571,60,IPS FHD,0,Lenovo Official,Plastic
2024,Business,IdeaPad,IdeaPad Slim 3 Gen 8,14AMN8,AMD Ryzen 5 7530U,AMD Radeon Graphics,14.0,8GB DDR4-3200,512GB PCIe 4.0 SSD,1.37,8799000,559,60,IPS FHD,0,Lenovo Official,Plastic
2024,Business,IdeaPad,IdeaPad Flex 5i 14,14IAU7,Intel Core i5-1235U,Intel Iris Xe,14.0,16GB LPDDR4X-4266,512GB PCIe 4.0 SSD,1.55,12699000,806,60,IPS FHD Touchscreen,0,Lenovo Official,Aluminum
2024,Business,IdeaPad,IdeaPad Flex 5 14,14ABR8,AMD Ryzen 5 5500U,AMD Radeon Graphics,14.0,16GB DDR4-3200,512GB PCIe 3.0 SSD,1.55,11999000,762,60,IPS FHD Touchscreen,0,Lenovo Official,Aluminum
2024,Budget,IdeaPad,IdeaPad 1 14,14IGL7,Intel Celeron N4020,Intel UHD Graphics,14.0,4GB DDR4-2933,128GB eMMC,1.4,3999000,254,60,TN HD,0,Lenovo Official,Plastic
2024,Budget,IdeaPad,IdeaPad 1 14,14AMN7,AMD Athlon Silver 7120U,AMD Radeon Graphics,14.0,4GB DDR5-4800,256GB SSD,1.4,4999000,317,60,TN HD,0,Lenovo Official,Plastic
2024,Budget,IdeaPad,IdeaPad 3 14,14ITL6,Intel Core i3-1115G4,Intel UHD Graphics,14.0,4GB DDR4-3200,256GB SSD,1.41,5499000,349,60,TN HD,0,Lenovo Official,Plastic
2024,Budget,IdeaPad,IdeaPad 3 15,15ITL6,Intel Core i3-1115G4,Intel UHD Graphics,15.6,8GB DDR4-3200,256GB SSD,1.7,5999000,381,60,TN HD,0,Lenovo Official,Plastic
2024,Business,ThinkPad,ThinkPad E14 Gen 5,E14 Gen 5,Intel Core i7-1355U,Intel Iris Xe,14.0,16GB DDR4-3200,512GB PCIe 4.0 SSD,1.41,16999000,1079,60,IPS FHD,0,Lenovo Official,Plastic/Aluminum
2024,Business,ThinkPad,ThinkPad E14 Gen 5,E14 Gen 5,Intel Core i5-1335U,Intel Iris Xe,14.0,16GB DDR4-3200,512GB PCIe 4.0 SSD,1.41,12999000,825,60,IPS FHD,0,Lenovo Official,Plastic/Aluminum
2024,Business,ThinkPad,ThinkPad E14 Gen 5,E14 Gen 5,Intel Core i5-1335U,Intel Iris Xe,14.0,8GB DDR4-3200,256GB PCIe 4.0 SSD,1.41,10999000,698,60,IPS FHD,0,Lenovo Official,Plastic/Aluminum
2024,Business,ThinkPad,ThinkPad E16 Gen 1,E16 Gen 1,Intel Core i7-1355U,Intel Iris Xe,16.0,16GB DDR4-3200,512GB PCIe 4.0 SSD,1.97,17999000,1143,60,IPS WUXGA,0,Lenovo Official,Plastic/Aluminum
2024,Business,ThinkPad,ThinkPad L14 Gen 4,L14 Gen 4,Intel Core i7-1355U,Intel Iris Xe,14.0,16GB DDR4-3200,512GB PCIe 4.0 SSD,1.4,19999000,1270,60,IPS FHD,0,Lenovo Official,Plastic/Aluminum
2024,Business,ThinkPad,ThinkPad L14 Gen 4,L14 Gen 4,Intel Core i5-1335U,Intel Iris Xe,14.0,8GB DDR4-3200,256GB PCIe 4.0 SSD,1.4,14999000,952,60,IPS FHD,0,Lenovo Official,Plastic/Aluminum
2024,Business,ThinkPad,ThinkPad T14 Gen 4,T14 Gen 4,Intel Core i7-1365U,Intel Iris Xe,14.0,16GB LPDDR5-5200,512GB PCIe 4.0 SSD,1.38,24999000,1587,60,IPS FHD,0,Lenovo Official,Aluminum
2024,Business,ThinkPad,ThinkPad T14s Gen 4,T14s Gen 4,Intel Core i7-1365U,Intel Iris Xe,14.0,32GB LPDDR5-5200,1TB PCIe 4.0 SSD,1.24,29999000,1904,60,IPS FHD,0,Lenovo Official,Carbon Fiber
2025,Business,ThinkPad,ThinkPad X1 Carbon Gen 12,Gen 12,Intel Core Ultra 7 165U,Intel Graphics,14.0,32GB LPDDR5X-7467,1TB PCIe 4.0 SSD,1.12,32999000,2095,60,IPS WUXGA,10,Lenovo Official,Carbon Fiber
2024,Business,ThinkPad,ThinkPad X1 Carbon Gen 11,Gen 11,Intel Core i7-1365U,Intel Iris Xe,14.0,32GB LPDDR5-5200,1TB PCIe 4.0 SSD,1.12,29999000,1904,60,IPS WUXGA,0,Lenovo Official,Carbon Fiber
2024,Business,ThinkPad,ThinkPad X1 Carbon Gen 11,Gen 11,Intel Core i7-1365U,Intel Iris Xe,14.0,16GB LPDDR5-5200,512GB PCIe 4.0 SSD,1.12,24999000,1587,60,IPS FHD,0,Lenovo Official,Carbon Fiber
2024,Business,ThinkPad,ThinkPad X1 Yoga Gen 8,Gen 8,Intel Core i7-1365U,Intel Iris Xe,14.0,32GB LPDDR5-5200,1TB PCIe 4.0 SSD,1.38,34999000,2222,60,IPS FHD Touchscreen,0,Lenovo Official,Aluminum
2024,Business,ThinkPad,ThinkPad X13 Gen 4,Gen 4,Intel Core i7-1365U,Intel Iris Xe,13.3,16GB LPDDR5-5200,512GB PCIe 4.0 SSD,1.19,22999000,1460,60,IPS WUXGA,0,Lenovo Official,Aluminum
2024,Business,ThinkPad,ThinkPad X13 Yoga Gen 4,Gen 4,Intel Core i7-1365U,Intel Iris Xe,13.3,16GB LPDDR5-5200,512GB PCIe 4.0 SSD,1.21,26999000,1714,60,IPS WUXGA Touchscreen,0,Lenovo Official,Aluminum
2024,Creator,ThinkPad,ThinkPad P16s Gen 2,Gen 2,Intel Core i7-1360P,NVIDIA RTX A500 4GB,16.0,32GB DDR5-4800,1TB PCIe 4.0 SSD,1.68,36999000,2349,60,IPS WUXGA,0,Lenovo Official,Aluminum
2024,Creator,ThinkPad,ThinkPad P1 Gen 6,Gen 6,Intel Core i9-13900H,NVIDIA RTX 3000 Ada 8GB,16.0,64GB DDR5-4800,2TB PCIe 4.0 SSD,1.81,52999000,3365,165,IPS WQXGA,0,Lenovo Official,Aluminum
2024,Business,ThinkBook,ThinkBook 14 Gen 6,Gen 6,Intel Core i7-1355U,Intel Iris Xe,14.0,16GB DDR4-3200,512GB PCIe 4.0 SSD,1.4,14999000,952,60,IPS FHD,0,Lenovo Official,Aluminum
2024,Business,ThinkBook,ThinkBook 14 Gen 6,Gen 6,Intel Core i5-1335U,Intel Iris Xe,14.0,8GB DDR4-3200,512GB PCIe 4.0 SSD,1.4,11999000,762,60,IPS FHD,0,Lenovo Official,Aluminum
2024,Business,ThinkBook,ThinkBook 15 Gen 5,Gen 5,Intel Core i7-1355U,Intel Iris Xe,15.6,16GB DDR4-3200,512GB PCIe 4.0 SSD,1.7,15999000,1016,60,IPS FHD,0,Lenovo Official,Aluminum
2025,Gaming,Legion,Legion 7i Gen 9,16IRX9,Intel Core i9-14900HX,NVIDIA RTX 4090 16GB,16.0,64GB DDR5-5600,2TB PCIe 4.0 SSD,2.6,69999000,4444,240,Mini LED WQXGA,0,Lenovo Official,Aluminum
2025,Gaming,Legion Pro,Legion Pro 7i Gen 9,16IRX9H,Intel Core i9-14900HX,NVIDIA RTX 4090 16GB,16.0,32GB DDR5-5600,2TB PCIe 4.0 SSD,2.5,56999000,3619,240,Mini LED WQXGA,0,Lenovo Official,Aluminum
2024,Gaming,Legion,Legion 7 Gen 6,16ACH6H,AMD Ryzen 9 5900HX,NVIDIA RTX 3080 16GB,16.0,32GB DDR4-3200,1TB PCIe 4.0 SSD,2.5,31999000,2032,165,IPS WQHD,0,Second Market,Aluminum
2024,Gaming,Legion,Legion 5 Pro Gen 6,16ACH6H,AMD Ryzen 7 5800H,NVIDIA RTX 3070 8GB,16.0,16GB DDR4-3200,512GB PCIe 3.0 SSD,2.45,25999000,1651,165,IPS WQHD,0,Second Market,Aluminum
2024,Business,V Series,V14 Gen 3,V14 G3 IAP,Intel Core i3-1215U,Intel UHD Graphics,14.0,8GB DDR4-3200,256GB SSD,1.43,6499000,413,60,TN HD,0,Lenovo Official,Plastic
2024,Business,V Series,V15 Gen 3,V15 G3 IAP,Intel Core i5-1235U,Intel Iris Xe,15.6,8GB DDR4-3200,512GB SSD,1.7,7999000,508,60,IPS FHD,0,Lenovo Official,Plastic
2025,Ultrabook,Yoga,Yoga Pro 9i Gen 9,16IMH9,Intel Core Ultra 9 185H,NVIDIA RTX 4070 8GB,16.0,32GB LPDDR5X-7467,1TB PCIe 4.0 SSD,2.0,35999000,2285,165,Mini LED 3.2K,11,Lenovo Official,Aluminum
2025,Business,IdeaPad,IdeaPad Slim 5 14,14Q8X9,Qualcomm Snapdragon X Plus,Qualcomm Adreno,14.0,16GB LPDDR5X-8448,512GB PCIe 4.0 SSD,1.3,17999000,1143,60,OLED 2.8K,45,Lenovo Official,Aluminum
