No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
13;Realme;Realme P3 Ultra;https://www.gsmarena.com/realme_p3_ultra-13734.php;N/A;N/A;"80W wired, PD, 100% in 47 min
5W reverse wired
Bypass charging";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front (Gorilla Glass 7i), plastic frame, plastic back or silicone polymer (eco leather) back;163.1 x 76.9 x 7.4 mm (6.42 x 3.03 x 0.29 in);Nano-SIM + Nano-SIM;183 g or 186 g (6.46 oz);5.4, A2DP, LE, BLE Audio;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;Corning Gorilla Glass 7i;1272 x 2800 pixels (~450 ppi density);6.83 inches, 113.3 cm2 (~90.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 1500 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, March 19;Available. Released 2025, March 24;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Neptune Blue, Orion Red, Glowing Lunar White;RMX5030, RMX5031;₹ 22,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 40, 41, 66;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 16:47h;N/A;N/A;N/A;-26.6 LUFS (Good);"AnTuTu: 1403612 (v10)
GeekBench: 4169 (v6)
3DMark: 3178 (Wild Life Extreme)";Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8350 Ultra (4 nm);Mali G615-MC6;Android 15, up to 3 major Android upgrades, Realme UI 6.0;N/A;"16 MP, f/2.4, 23mm (wide), 1/3.09"", 1.0µm";1080p@30/60fps, gyro-EIS;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
14;Realme;Realme 15;https://www.gsmarena.com/realme_15_5g-14018.php;N/A;N/A;80W wired, 50% in 25 min;Li-Ion 7000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, aluminum frame, fiberglass back or silicone polymer (eco leather) back;162.3 x 76.2 x 7.7 / 7.8 / 8.0 mm;Nano-SIM + Nano-SIM;187 g or 189 g (6.60 oz);5.4, A2DP, LE;Yes;No;GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass (unspecified version);1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2 (~91.2% screen-to-body ratio);OLED, 1B colors, 144Hz, 4608Hz PWM, HDR10+, 1800 nits (HBM), 6500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, July 24;Available. Released 2025, July 30;"50 MP, f/1.8, 24mm (wide), 1/1.56"", PDAF, OIS
8 MP, f/2.2, 112˚, 16mm (ultrawide)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Flowing Silver, Silk Pink, Velvet Green;RMX5106;₹ 24,699;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300+ (4 nm);Mali-G615 MC2;Android 15, up to 3 major Android upgrades, Realme UI 6.0;Panorama;50 MP, f/2.4, 23mm (wide);4K@30fps, 1080p@30fps;N/A;No;Yes, with stereo speakers
15;Realme;Realme GT 6T;https://www.gsmarena.com/realme_gt_6t-13010.php;N/A;N/A;120W wired, 50% in 10 min;5500 mAh;"IP65 dust tight and water resistant (low pressure water jets)*
* market/region dependent availability";Glass front (Gorilla Glass Victus 2), plastic frame, plastic back;162 x 75.1 x 8.7 mm (6.38 x 2.96 x 0.34 in);Nano-SIM + Nano-SIM;191 g (6.74 oz);5.4, A2DP, LE;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC, GLONASS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass Victus 2;1264 x 2780 pixels (~450 ppi density);6.78 inches, 111.7 cm2 (~91.8% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, HDR, 1000 nits (typ), 1600 nits (HBM), 6000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, May 22;Available. Released 2024, May 28;"50 MP, f/1.9, 26mm (wide), 1/1.95"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, Dual-LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS;"UFS 3.1 - 128GB
UFS 4.0 - 256/512GB";No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Fluid Silver, Razor Green;RMX3853;$ 765.00 / € 258.06 / £ 299.34 / ₹ 27,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 15:01h;N/A;N/A;1046 nits max brightness (measured);-24.1 LUFS (Very good);"AnTuTu: 1114911 (v9), 1413668 (v10)
GeekBench: 3845 (v5), 4648 (v6)";Octa-core (1x2.8 GHz Cortex-X4 & 4x2.6 GHz Cortex-A720 & 3x1.9 GHz Cortex-A520);Qualcomm SM7675 Snapdragon 7+ Gen 3 (4 nm);Adreno 732;Android 14, Realme UI 5.0;Panorama;"32 MP, f/2.5, 21mm (wide), 1/2.74"", 0.8µm";4K@30fps, 1080p@30fps, gyro-EIS;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
16;Realme;Realme 14x (India);https://www.gsmarena.com/realme_14x_(india)-13555.php;N/A;N/A;"45W wired
5W reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, December 18;Available. Released 2024, December 22;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, 27mm (wide), 1/2.88"", 0.61µm, PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;Crystal Black, Golden Glow, Jewel Red;N/A;₹ 13,445;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, Realme UI 5.0;N/A;8 MP, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
17;Realme;Realme 6;https://www.gsmarena.com/realme_6-10113.php;N/A;N/A;30W wired, 100% in 55 min;4300 mAh;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in);Nano-SIM + Nano-SIM;191 g (6.74 oz);5.0, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);6.5 inches, 102.0 cm2 (~84.1% screen-to-body ratio);IPS LCD, 90Hz, 480 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2020, March 05;Available. Released 2020, March 11;N/A;LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP B/W, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.1;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Comet Blue, Comet White;RMX2001;About 190 EUR;1.14 W/kg (head)     0.59 W/kg (body);0.71 W/kg (head)     0.57 W/kg (body);1, 3, 5, 8, 38, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Global;N/A;HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/75 Mbps;GSM / HSPA / LTE;N/A;N/A;Endurance rating 106h;Photo / Video;1315:1 contrast ratio, 451 nits max brightness (measured);-28.7 LUFS (Average);"AnTuTu: 288931 (v8)
GeekBench: 7815 (v4.4), 1726 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen)";Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785 Helio G90T (12 nm);Mali-G76 MC4;Android 10, upgradable to Android 11, Realme UI;HDR, panorama;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes
18;Realme;Realme P3;https://www.gsmarena.com/realme_p3-13715.php;N/A;N/A;45W wired, 50% in 30 min;Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2.5m for 30 min)";N/A;163.2 x 75.7 x 8 mm (6.43 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;194 g (6.84 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.9% screen-to-body ratio);AMOLED, 120Hz, 600 nits (typ), 2000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, March 17;Available. Released 2025, March 19;"50 MP, f/1.8, 27mm (wide), 1/2.88"", 0.61µm, PDAF
2 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Space Silver, Comet Grey, Nebula Pink;N/A;€ 199.00 / £ 260.79 / ₹ 15,916;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.3 GHz Cortex-A720s & 3x2.2 GHz Cortex-A720s & 4x1.8 GHz Cortex-A520s);Qualcomm Snapdragon 6 Gen 4 (4 nm);Adreno 810;Android 15, Realme UI 6.0;N/A;"16 MP, f/2.4, 23mm (wide), 1/3.09"", 1.0µm";1080p@30fps;N/A;No;Yes, with stereo speakers
19;Realme;Realme 11 Pro+;https://www.gsmarena.com/realme_11_pro+-12246.php;N/A;N/A;100W wired;5000 mAh;N/A;Glass front, leather or plastic back, plastic frame;161.6 x 73.9 x 8.2 mm or 8.7 mm;Nano-SIM + Nano-SIM;183 g or 189 g (6.46 oz);5.2, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.5% screen-to-body ratio);AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, May 10;Available. Released 2023, May 15;N/A;LED flash, HDR, panorama;N/A;N/A;"200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide)
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS;N/A;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM;Astral Black, Sunrise Beige, Oasis Green;RMX3740, RMX3741;$ 705.00 / € 399.90 / ₹ 22,990;N/A;N/A;1, 5, 8, 28, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41 - India;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;N/A;N/A;Endurance rating 112h;Photo / Video;793 nits max brightness (measured);-26.2 LUFS (Good);"AnTuTu: 558996 (v9), 605783 (v10)
GeekBench: 2207 (v5.5), 2277 (v6.0)
GFXBench: 22fps (ES 3.1 onscreen)";Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 13, up to 2 major Android upgrades, Realme UI 5.0;Panorama;32 MP, f/2.5, 22mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
20;Realme;Realme 13+;https://www.gsmarena.com/realme_13+-13255.php;N/A;N/A;80W wired, 50% in 19 min;5000 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.7 x 74.7 x 7.6 mm (6.37 x 2.94 x 0.30 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.4, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 120Hz, HDR10+, 600 nits (typ), 2000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, August 29;Available. Released 2024, September 06;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", PDAF, OIS
2 MP, f/2.4, (depth)
Auxiliary lens (flicker sensor)";4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Victory Gold, Speed Green, Dark Purple;RMX5002, RMX5000;About 250 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 14, Realme UI 5.0;N/A;"16 MP, f/2.4, 24mm (wide), 1/3.0""";1080p@30fps;N/A;Yes;Yes, with stereo speakers
21;Realme;Realme 8;https://www.gsmarena.com/realme_8-10810.php;N/A;N/A;30W wired, 50% in 26 min, 100% in 65 min;5000 mAh;N/A;Glass front, plastic frame, plastic back;160.6 x 73.9 x 8 mm (6.32 x 2.91 x 0.31 in);Nano-SIM + Nano-SIM;177 g (6.24 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~83.3% screen-to-body ratio);Super AMOLED, HDR10, 1000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, March 24;Available. Released 2021, March 25;N/A;LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Cyber Silver, Cyber Black;RMX3085;€ 98.41 / ₹ 14,990;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;Endurance rating 127h;Photo / Video;657 nits max brightness (measured);-28.6 LUFS (Average);"AnTuTu: 298328 (v8)
GeekBench: 6779 (v4.4), 1690 (v5.1)
GFXBench: 18fps (ES 3.1 onscreen)";Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785V/CD Helio G95 (12 nm);Mali-G76 MC4;Android 11, Realme UI 2.0;HDR, panorama;"16 MP, f/2.5, (wide), 1/3.0"", 1.0µm";1080p@30/120fps, gyro-EIS;24-bit/192kHz Hi-Res audio;Yes;Yes
22;Realme;Realme 14x;https://www.gsmarena.com/realme_14x-13646.php;N/A;N/A;15W wired;5000 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;N/A;Yes;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, January 24;Available. Released 2025, January 24;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, 27mm (wide), 1/2.88"", 0.61µm, PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 8GB RAM;Peridot Green, Carbon Black;RMX5020;$ 155.39 / € 124.00 / £ 119.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 40, 41, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;N/A;8 MP, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
23;Realme;Realme 15 Pro;https://www.gsmarena.com/realme_15_pro_5g-14017.php;N/A;N/A;80W wired, 50% in 25 min;Li-Ion 7000 mAh - India, ChinaSi/C Li-Ion 7000 mAh - ROW;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front (Gorilla Glass 7i), aluminum frame, fiberglass back or silicone polymer (eco leather) back;162.3 x 76.2 x 7.7 mm (6.39 x 3.00 x 0.30 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass 7i;1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2 (~91.2% screen-to-body ratio);OLED, 1B colors, 144Hz, 4608Hz PWM, HDR10+, 1800 nits (HBM), 6500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, July 24;Available. Released 2025, July 30;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.0, 16mm, 116˚ (ultrawide), 1/2.88"", 0.61µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Flowing Silver, Silk Purple, Velvet Green;RMX5101;₹ 29,799;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 17:04h;N/A;N/A;1862 nits max brightness (measured);-26.4 LUFS (Good);"AnTuTu: 1095837 (v10)
GeekBench: 3630 (v6)
3DMark: 1816 (Wild Life Extreme)";Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520);Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm);Adreno 722;Android 15, up to 3 major Android upgrades, Realme UI 6.0;Panorama;"50 MP, f/2.4, 23mm (wide), 1/2.88"", 0.61µm";4K@30/60fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
24;Realme;Realme 14 Pro;https://www.gsmarena.com/realme_14_pro-13586.php;N/A;N/A;45W wired, 50% in 36 min;Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;162.8 x 74.9 x 7.6 mm or 7.8 mm;Nano-SIM + Nano-SIM;179 g or 182 g (6.31 oz);5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Mohs level 6;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~90.9% screen-to-body ratio);OLED, 1B colors, 120Hz, 3840Hz PWM, 1400 nits (HBM), 4500 nits (peak);84:25h endurance, 1000 cycles;Class A;Class A (270 falls);Class B;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, January 16;Available. Released 2025, January 23;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, multi-directional PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Pearl White, Jaipur Pink, Suede Grey;RMX5056;$ 422.00 / € 275.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 15, up to 3 major Android upgrades, Realme UI 6.0;Panorama;"16 MP, f/2.4, 24mm (wide), 1/3.09"", 1.0µm";1080p@30fps;N/A;No;Yes, with stereo speakers
