No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Camera_;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
11;Poco;Xiaomi Poco M4 Pro 5G;https://www.gsmarena.com/xiaomi_poco_m4_pro_5g-11193.php;N/A;N/A;33W wired, 100% in 59 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 3), plastic back, plastic frame;163.6 x 75.8 x 8.8 mm (6.44 x 2.98 x 0.35 in);Nano-SIM + Nano-SIM;195 g (6.88 oz);N/A;5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~399 ppi density);6.6 inches, 105.2 cm2 (~84.8% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, November 09;Available. Released 2021, November 11;"50 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.2, 119˚ (ultrawide)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;UFS 2.2;microSDXC;64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Poco Yellow, Power Black, Cool Blue;21091116AG, MZB0BGVIN;About 150 EUR;1.07 W/kg (head)     1.09 W/kg (body);0.59 W/kg (head)     1.00 W/kg (body);1, 3, 5, 8, 28, 40, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 123h;Photo / Video;1553:1 contrast ratio, 510 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 296721 (v8), 353663 (v9)
GeekBench: 1797 (v5.1)
GFXBench: 13fps (ES 3.1 onscreen)";Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 810 (6 nm);Mali-G57 MC2;Android 11, upgradable to Android 12, MIUI 13;N/A;Panorama;"16 MP, f/2.5, (wide), 1/3.06"" 1.0µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers
12;Poco;Xiaomi Poco C65;https://www.gsmarena.com/xiaomi_poco_c65-12684.php;N/A;N/A;18W wired, PD;Li-Po 5000 mAh;N/A;Glass front (Gorilla Glass), plastic frame, plastic back;168 x 78 x 8.1 mm (6.61 x 3.07 x 0.32 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);N/A;5.3, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio, recording;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Corning Gorilla Glass;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~83.7% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ), 600 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2023, November 05;Available. Released 2023, November 06;"50 MP, f/1.8, 28mm (wide), 0.64µm, PDAF
2 MP, f/2.4, (macro)
0.08 MP (auxiliary lens)";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Black, Blue, Purple;2310FPCA4G, 2310FPCA4I;$ 118.00 / € 132.99 / £ 115.99 / ₹ 9,499;N/A;0.99 W/kg (head)     1.00 W/kg (body);1, 3, 5, 7, 8, 20, 30, 38, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66 - International;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;Active use score 11:31h;N/A;Photo / Video;1555:1 contrast ratio, 607 nits max brightness (measured);-31.4 LUFS (Below average);"AnTuTu: 242885 (v9), 261613 (v10)
GeekBench: 1201 (v5), 1292 (v6)";Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769Z Helio G85 (12 nm);Mali-G52 MC2;Android 13, upgradable to Android 15, HyperOS 2;N/A;HDR;8 MP, f/2.0;1080p@30fps;N/A;Yes;Yes
13;Poco;Xiaomi Poco C61;https://www.gsmarena.com/xiaomi_poco_c61-12886.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;168.4 x 76.3 x 8.3 mm (6.63 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;199 g (7.05 oz);N/A;5.4, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio, recording;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac;Corning Gorilla Glass 3;720 x 1650 pixels (~268 ppi density);6.71 inches, 106.5 cm2 (~82.9% screen-to-body ratio);IPS LCD, 90Hz, 500 nits;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, compass;2024, March 26;Available. Released 2024, March 28;N/A;Dual-LED flash, HDR;N/A;"8 MP, f/2.0, (wide)
0.08 MP (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Black, Blue, Green;2312BPC51H, 2312BPC51X;₹ 6,873;0.84 W/kg (head)     0.77 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53);Mediatek Helio G36 (12 nm);PowerVR GE8320;Android 14, MIUI;N/A;N/A;5 MP;1080p@30fps;N/A;Yes;Yes
14;Poco;Xiaomi Poco M2;https://www.gsmarena.com/xiaomi_poco_m2-10434.php;N/A;N/A;18W wired;Li-Po 5000 mAh;Water-repellent coating;Glass front (Gorilla Glass 3), plastic back, plastic frame;163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in);Nano-SIM + Nano-SIM;198 g (6.98 oz);N/A;5.0, A2DP, LE;Yes;No;GPS, GLONASS, BDS;Wireless FM radio (no wired headphones required);USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2020, September 08;Available. Released 2020, September 15;N/A;LED flash, HDR, panorama;"13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 6GB RAM, 128GB 6GB RAM;Brick Red, Pitch Black, Slate Blue;MZB9919IN, M2004J19PI;About 130 EUR;0.85 W/kg (head)     0.42 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769V/CU Helio G80 (12 nm);Mali-G52 MC2;Android 10, MIUI 12;N/A;HDR;"8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes
15;Poco;Xiaomi Poco M2 Reloaded;https://www.gsmarena.com/xiaomi_poco_m2_reloaded-10867.php;N/A;N/A;18W wired;Li-Po 5000 mAh;Water-repellent coating;Glass front (Gorilla Glass 3), plastic back, plastic frame;163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in);Nano-SIM + Nano-SIM;198 g (6.98 oz);N/A;5.0, A2DP, LE;Yes;No;GPS, GLONASS, BDS;Wireless FM radio (no wired headphones required);USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2021, April 21;Available. Released 2021, April 21;N/A;LED flash, HDR, panorama;"13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM;Pitch Black (Greyish Black), Slate Blue (Mostly Blue);MZB0957IN;About 100 EUR;0.85 W/kg (head)     0.42 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769V/CU Helio G80 (12 nm);Mali-G52 MC2;Android 10, MIUI 12;N/A;HDR;"8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes
16;Poco;Xiaomi Poco F4;https://www.gsmarena.com/xiaomi_poco_f4-11627.php;N/A;N/A;67W wired, PD3.0, QC3, 100% in 38 min;Li-Po 4500 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back;163.2 x 76 x 7.7 mm (6.43 x 2.99 x 0.30 in);Nano-SIM + Nano-SIM;195 g (6.88 oz);N/A;5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS (L1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.6% screen-to-body ratio);AMOLED, 120Hz, HDR10+, Dolby Vision, 900 nits (HBM), 1300 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, June 23;Available. Released 2022, June 27;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, (wide) 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30/60fps, 1080p@30/60fps;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Moonlight Silver, Night Black, Nebula Green;22021211RG, 22021211RI;About 250 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 101h;Photo / Video;1003 nits max brightness (measured);-26.1 LUFS (Good);"AnTuTu: 590961 (v8), 698586 (v9)
GeekBench: 3190 (v5.1)
GFXBench: 49fps (ES 3.1 onscreen)";Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585);Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Adreno 650;Android 12, upgradable to Android 13, MIUI 14.2 for POCO;N/A;N/A;"20 MP, f/2.5, (wide), 1/3.06"", 1.0µm";1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
17;Poco;Xiaomi Poco M5 (India);https://www.gsmarena.com/xiaomi_poco_m5_(india)-11869.php;N/A;N/A;18W wired;Li-Po 5000 mAh;Splash resistant;Glass front (Gorilla Glass 3), plastic frame, plastic back;164 x 76.1 x 8.9 mm (6.46 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;201 g (7.09 oz);N/A;5.3, A2DP, LE;Yes;Yes;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~400 ppi density);6.58 inches, 104.5 cm2 (~83.8% screen-to-body ratio);IPS LCD, 90Hz, 400 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;2022, September 05;Available. Released 2022, September 08;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;Poco Yellow, Icy Blue, Power Black;22071219CI;About 160 EUR;0.85 W/kg (head)     0.67 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 (6 nm);Mali-G57 MC2;Android 12, MIUI 13;N/A;HDR;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
18;Poco;Xiaomi Poco X6 Pro;https://www.gsmarena.com/xiaomi_poco_x6_pro-12717.php;N/A;N/A;67W wired, QC2.0, PD3.0, 100% in 45 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 5), plastic frame, plastic back or silicone polymer back (eco leather);160.5 x 74.3 x 8.3 mm (6.32 x 2.93 x 0.33 in);Nano-SIM + Nano-SIM;186 g or 190 g (6.56 oz);N/A;5.4, A2DP, LE, aptX HD;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass 5;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~90.1% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 1800 nits (peak);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2024, January 11;Available. Released 2024, January 12;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.7, 25mm (wide), 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60fps, gyro-EIS;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, Yellow, Gray;2311DRK48G, 2311DRK48I;$ 212.70 / € 202.79 / £ 169.00 / ₹ 20,490;N/A;0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 38, 40, 41, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 77, 78 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 11:46h;N/A;Photo / Video;1148 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 1396547 (v10)
GeekBench: 4696 (v6)";Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8300 Ultra (4 nm);Mali G615-MC6;Android 14, up to 3 major Android upgrades, HyperOS;N/A;HDR, panorama;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with dual speakers
19;Poco;Xiaomi Poco C75 5G;https://www.gsmarena.com/xiaomi_poco_c75_5g-13571.php;N/A;N/A;18W wired;Li-Po 5160 mAh;Dust and splash resistant;Glass front, plastic frame;171.9 x 77.8 x 8.2 mm (6.77 x 3.06 x 0.32 in);Nano-SIM + Nano-SIM;212.4 g (7.51 oz);N/A;5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;FM radio, recording;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;720 x 1640 pixels (~260 ppi density);6.88 inches, 112.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 120Hz, 450 nits (typ), 600 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2024, December 17;Available. Released 2024, December 20;N/A;LED flash, HDR;N/A;"50 MP, f/1.8, (wide)
Auxiliary lens";N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;Aqua Bliss, Enchanted Green, Silver Stardust;MZB0IDJIN;₹ 7,399;0.85 W/kg (head)     0.86 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;"AnTuTu: 391505 (v10)
GeekBench: 2014 (v6)
3DMark: 141 (Wild Life Extreme)";Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55);Qualcomm SM4635 Snapdragon 4s Gen 2 (4 nm);Adreno 611;Android 14, up to 2 major Android upgrades, HyperOS;N/A;N/A;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes
20;Poco;Xiaomi Poco C85 4G;https://www.gsmarena.com/xiaomi_poco_c85-14110.php;N/A;N/A;"33W wired, PD, 50% in 31 min
10W reverse wired";6000 mAh;IP64 dust tight and water resistant (water splashes);Glass front, plastic frame;171.6 x 79.5 x 8 mm (6.76 x 3.13 x 0.31 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);N/A;5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;720 x 1600 pixels, 20:9 ratio (~254 ppi density);6.9 inches, 114.9 cm2 (~84.3% screen-to-body ratio);IPS LCD, 120Hz, 660 nits (typ), 810 nits (HBM);N/A;N/A;N/A;N/A;"Virtual proximity sensing
Circle to Search";Fingerprint (side-mounted), accelerometer, compass;2025, September 01;Available. Released 2025, September 01;"50 MP, f/1.8, 28mm (wide), 1/2.76"", 0.64µm, PDAF
QVGA, f/3.0";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);128GB 6GB RAM, 256GB 8GB RAM;Purple, Black, Green;N/A;$ 179.99 / € 119.90 / £ 99.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 66;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G81 Ultra (12 nm);Mali-G52 MC2;Android 15, HyperOS 2;N/A;HDR;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes
21;Poco;Xiaomi Poco M7 Pro 5G;https://www.gsmarena.com/xiaomi_poco_m7_pro_5g-13570.php;N/A;N/A;45W wired;Li-Po 5110 mAh;IP64 dust tight and water resistant (water splashes);Glass front (Gorilla Glass 5), plastic back, plastic frame;162.4 x 75.7 x 8 mm (6.39 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);N/A;5.0, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio (market/region dependent);USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Corning Gorilla Glass 5, Mohs level 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.4% screen-to-body ratio);AMOLED, 120Hz, 960Hz PWM, HDR10+, 2100 nits (peak), Dolby Vision (India only);37:46h endurance, 1000 cycles;Class D;Class D (45 falls);Class C;Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2024, December 17;Available. Released 2024, December 20;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Lavender Frost, Lunar Dust, Olive Twilight, Classic Black;2409FPCC4G, 2409FPCC4I;$ 234.99 / € 164.90 / £ 149.00 / ₹ 12,981;0.86 W/kg (head)     0.79 W/kg (body);N/A;1, 3, 5, 8, 28, 40, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42, 48, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA - International;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 11:21h;N/A;N/A;1179 nits max brightness (measured);-23.3 LUFS (Very good);"AnTuTu: 470807 (v10)
GeekBench: 2322 (v6)
3DMark: N/A (Wild Life Extreme)";Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7025 Ultra (6 nm);IMG BXM-8-256;Android 14, up to 2 (INT) / 4 (EU) major Android upgrades, HyperOS;N/A;Panorama, HDR;"20 MP, f/2.2, 21mm (wide), 1/4.0"", 0.7µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers (with Dolby Atmos)
22;Poco;Xiaomi Poco C55;https://www.gsmarena.com/xiaomi_poco_c55-12126.php;N/A;N/A;10W wired;Li-Po 5000 mAh;Dust and splash resistant;Glass front (Panda Glass), eco leather back;168.8 x 76.4 x 8.8 mm (6.65 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);N/A;5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;FM radio, recording;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Panda Glass;720 x 1650 pixels (~268 ppi density);6.71 inches, 106.5 cm2 (~82.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (rear-mounted), accelerometer;2023, February 21;Available. Released 2023, February 28;N/A;LED flash, HDR;N/A;"50 MP, f/1.8, (wide), PDAF
0.08 MP (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;Cool Blue, Power Black, Forest Green;22127PC95I;About 110 EUR;0.87 W/kg (head)     0.77 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769Z Helio G85 (12 nm);Mali-G52 MC2;Android 12, MIUI 13 for POCO;N/A;HDR;5 MP;1080p@30fps;N/A;Yes;Yes
